fold,split,pair_index,pair_id,specimen_id,q_start_frame,r_start_frame,reference_count,reference_uids_json,reference_start_frames_json,q_and_r_excluded_from_atlas
3,test,5,func_20161004__gap60m__p005,func_20161004,18000,32400,8,"[""func_20161004__frame0"", ""func_20161004__frame3600"", ""func_20161004__frame7200"", ""func_20161004__frame10800"", ""func_20161004__frame14400"", ""func_20161004__frame21600"", ""func_20161004__frame25200"", ""func_20161004__frame28800""]","[0, 3600, 7200, 10800, 14400, 21600, 25200, 28800]",True
4,test,0,islet_20170202__gap60m__p000,islet_20170202,0,14400,15,"[""islet_20170202__frame3600"", ""islet_20170202__frame7200"", ""islet_20170202__frame10800"", ""islet_20170202__frame18000"", ""islet_20170202__frame21600"", ""islet_20170202__frame25200"", ""islet_20170202__frame28800"", ""islet_20170202__frame32400"", ""islet_20170202__frame36000"", ""islet_20170202__frame39600"", ""islet_20170202__frame43200"", ""islet_20170202__frame46800"", ""islet_20170202__frame50400"", ""islet_20170202__frame54000"", ""islet_20170202__frame57600""]","[3600, 7200, 10800, 18000, 21600, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600]",True
4,test,1,islet_20170202__gap60m__p001,islet_20170202,3600,18000,15,"[""islet_20170202__frame0"", ""islet_20170202__frame7200"", ""islet_20170202__frame10800"", ""islet_20170202__frame14400"", ""islet_20170202__frame21600"", ""islet_20170202__frame25200"", ""islet_20170202__frame28800"", ""islet_20170202__frame32400"", ""islet_20170202__frame36000"", ""islet_20170202__frame39600"", ""islet_20170202__frame43200"", ""islet_20170202__frame46800"", ""islet_20170202__frame50400"", ""islet_20170202__frame54000"", ""islet_20170202__frame57600""]","[0, 7200, 10800, 14400, 21600, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600]",True
4,test,2,islet_20170202__gap60m__p002,islet_20170202,7200,21600,15,"[""islet_20170202__frame0"", ""islet_20170202__frame3600"", ""islet_20170202__frame10800"", ""islet_20170202__frame14400"", ""islet_20170202__frame18000"", ""islet_20170202__frame25200"", ""islet_20170202__frame28800"", ""islet_20170202__frame32400"", ""islet_20170202__frame36000"", ""islet_20170202__frame39600"", ""islet_20170202__frame43200"", ""islet_20170202__frame46800"", ""islet_20170202__frame50400"", ""islet_20170202__frame54000"", ""islet_20170202__frame57600""]","[0, 3600, 10800, 14400, 18000, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600]",True
4,test,3,islet_20170202__gap60m__p003,islet_20170202,10800,25200,15,"[""islet_20170202__frame0"", ""islet_20170202__frame3600"", ""islet_20170202__frame7200"", ""islet_20170202__frame14400"", ""islet_20170202__frame18000"", ""islet_20170202__frame21600"", ""islet_20170202__frame28800"", ""islet_20170202__frame32400"", ""islet_20170202__frame36000"", ""islet_20170202__frame39600"", ""islet_20170202__frame43200"", ""islet_20170202__frame46800"", ""islet_20170202__frame50400"", ""islet_20170202__frame54000"", ""islet_20170202__frame57600""]","[0, 3600, 7200, 14400, 18000, 21600, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600]",True
4,test,4,islet_20170202__gap60m__p004,islet_20170202,14400,28800,15,"[""islet_20170202__frame0"", ""islet_20170202__frame3600"", ""islet_20170202__frame7200"", ""islet_20170202__frame10800"", ""islet_20170202__frame18000"", ""islet_20170202__frame21600"", ""islet_20170202__frame25200"", ""islet_20170202__frame32400"", ""islet_20170202__frame36000"", ""islet_20170202__frame39600"", ""islet_20170202__frame43200"", ""islet_20170202__frame46800"", ""islet_20170202__frame50400"", ""islet_20170202__frame54000"", ""islet_20170202__frame57600""]","[0, 3600, 7200, 10800, 18000, 21600, 25200, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600]",True
4,test,5,islet_20170202__gap60m__p005,islet_20170202,18000,32400,15,"[""islet_20170202__frame0"", ""islet_20170202__frame3600"", ""islet_20170202__frame7200"", ""islet_20170202__frame10800"", ""islet_20170202__frame14400"", ""islet_20170202__frame21600"", ""islet_20170202__frame25200"", ""islet_20170202__frame28800"", ""islet_20170202__frame36000"", ""islet_20170202__frame39600"", ""islet_20170202__frame43200"", ""islet_20170202__frame46800"", ""islet_20170202__frame50400"", ""islet_20170202__frame54000"", ""islet_20170202__frame57600""]","[0, 3600, 7200, 10800, 14400, 21600, 25200, 28800, 36000, 39600, 43200, 46800, 50400, 54000, 57600]",True
4,test,6,islet_20170202__gap60m__p006,islet_20170202,21600,36000,15,"[""islet_20170202__frame0"", ""islet_20170202__frame3600"", ""islet_20170202__frame7200"", ""islet_20170202__frame10800"", ""islet_20170202__frame14400"", ""islet_20170202__frame18000"", ""islet_20170202__frame25200"", ""islet_20170202__frame28800"", ""islet_20170202__frame32400"", ""islet_20170202__frame39600"", ""islet_20170202__frame43200"", ""islet_20170202__frame46800"", ""islet_20170202__frame50400"", ""islet_20170202__frame54000"", ""islet_20170202__frame57600""]","[0, 3600, 7200, 10800, 14400, 18000, 25200, 28800, 32400, 39600, 43200, 46800, 50400, 54000, 57600]",True
4,test,7,islet_20170202__gap60m__p007,islet_20170202,25200,39600,15,"[""islet_20170202__frame0"", ""islet_20170202__frame3600"", ""islet_20170202__frame7200"", ""islet_20170202__frame10800"", ""islet_20170202__frame14400"", ""islet_20170202__frame18000"", ""islet_20170202__frame21600"", ""islet_20170202__frame28800"", ""islet_20170202__frame32400"", ""islet_20170202__frame36000"", ""islet_20170202__frame43200"", ""islet_20170202__frame46800"", ""islet_20170202__frame50400"", ""islet_20170202__frame54000"", ""islet_20170202__frame57600""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 28800, 32400, 36000, 43200, 46800, 50400, 54000, 57600]",True
4,test,8,islet_20170202__gap60m__p008,islet_20170202,28800,43200,15,"[""islet_20170202__frame0"", ""islet_20170202__frame3600"", ""islet_20170202__frame7200"", ""islet_20170202__frame10800"", ""islet_20170202__frame14400"", ""islet_20170202__frame18000"", ""islet_20170202__frame21600"", ""islet_20170202__frame25200"", ""islet_20170202__frame32400"", ""islet_20170202__frame36000"", ""islet_20170202__frame39600"", ""islet_20170202__frame46800"", ""islet_20170202__frame50400"", ""islet_20170202__frame54000"", ""islet_20170202__frame57600""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 32400, 36000, 39600, 46800, 50400, 54000, 57600]",True
4,test,9,islet_20170202__gap60m__p009,islet_20170202,32400,46800,15,"[""islet_20170202__frame0"", ""islet_20170202__frame3600"", ""islet_20170202__frame7200"", ""islet_20170202__frame10800"", ""islet_20170202__frame14400"", ""islet_20170202__frame18000"", ""islet_20170202__frame21600"", ""islet_20170202__frame25200"", ""islet_20170202__frame28800"", ""islet_20170202__frame36000"", ""islet_20170202__frame39600"", ""islet_20170202__frame43200"", ""islet_20170202__frame50400"", ""islet_20170202__frame54000"", ""islet_20170202__frame57600""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 36000, 39600, 43200, 50400, 54000, 57600]",True
4,test,10,islet_20170202__gap60m__p010,islet_20170202,36000,50400,15,"[""islet_20170202__frame0"", ""islet_20170202__frame3600"", ""islet_20170202__frame7200"", ""islet_20170202__frame10800"", ""islet_20170202__frame14400"", ""islet_20170202__frame18000"", ""islet_20170202__frame21600"", ""islet_20170202__frame25200"", ""islet_20170202__frame28800"", ""islet_20170202__frame32400"", ""islet_20170202__frame39600"", ""islet_20170202__frame43200"", ""islet_20170202__frame46800"", ""islet_20170202__frame54000"", ""islet_20170202__frame57600""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 39600, 43200, 46800, 54000, 57600]",True
4,test,11,islet_20170202__gap60m__p011,islet_20170202,39600,54000,15,"[""islet_20170202__frame0"", ""islet_20170202__frame3600"", ""islet_20170202__frame7200"", ""islet_20170202__frame10800"", ""islet_20170202__frame14400"", ""islet_20170202__frame18000"", ""islet_20170202__frame21600"", ""islet_20170202__frame25200"", ""islet_20170202__frame28800"", ""islet_20170202__frame32400"", ""islet_20170202__frame36000"", ""islet_20170202__frame43200"", ""islet_20170202__frame46800"", ""islet_20170202__frame50400"", ""islet_20170202__frame57600""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 36000, 43200, 46800, 50400, 57600]",True
4,test,12,islet_20170202__gap60m__p012,islet_20170202,43200,57600,15,"[""islet_20170202__frame0"", ""islet_20170202__frame3600"", ""islet_20170202__frame7200"", ""islet_20170202__frame10800"", ""islet_20170202__frame14400"", ""islet_20170202__frame18000"", ""islet_20170202__frame21600"", ""islet_20170202__frame25200"", ""islet_20170202__frame28800"", ""islet_20170202__frame32400"", ""islet_20170202__frame36000"", ""islet_20170202__frame39600"", ""islet_20170202__frame46800"", ""islet_20170202__frame50400"", ""islet_20170202__frame54000""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 36000, 39600, 46800, 50400, 54000]",True
5,test,0,islet_20170216__gap60m__p000,islet_20170216,0,14400,14,"[""islet_20170216__frame3600"", ""islet_20170216__frame7200"", ""islet_20170216__frame10800"", ""islet_20170216__frame18000"", ""islet_20170216__frame21600"", ""islet_20170216__frame25200"", ""islet_20170216__frame28800"", ""islet_20170216__frame32400"", ""islet_20170216__frame36000"", ""islet_20170216__frame39600"", ""islet_20170216__frame43200"", ""islet_20170216__frame46800"", ""islet_20170216__frame50400"", ""islet_20170216__frame54000""]","[3600, 7200, 10800, 18000, 21600, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000]",True
5,test,1,islet_20170216__gap60m__p001,islet_20170216,3600,18000,14,"[""islet_20170216__frame0"", ""islet_20170216__frame7200"", ""islet_20170216__frame10800"", ""islet_20170216__frame14400"", ""islet_20170216__frame21600"", ""islet_20170216__frame25200"", ""islet_20170216__frame28800"", ""islet_20170216__frame32400"", ""islet_20170216__frame36000"", ""islet_20170216__frame39600"", ""islet_20170216__frame43200"", ""islet_20170216__frame46800"", ""islet_20170216__frame50400"", ""islet_20170216__frame54000""]","[0, 7200, 10800, 14400, 21600, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000]",True
5,test,2,islet_20170216__gap60m__p002,islet_20170216,7200,21600,14,"[""islet_20170216__frame0"", ""islet_20170216__frame3600"", ""islet_20170216__frame10800"", ""islet_20170216__frame14400"", ""islet_20170216__frame18000"", ""islet_20170216__frame25200"", ""islet_20170216__frame28800"", ""islet_20170216__frame32400"", ""islet_20170216__frame36000"", ""islet_20170216__frame39600"", ""islet_20170216__frame43200"", ""islet_20170216__frame46800"", ""islet_20170216__frame50400"", ""islet_20170216__frame54000""]","[0, 3600, 10800, 14400, 18000, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000]",True
5,test,3,islet_20170216__gap60m__p003,islet_20170216,10800,25200,14,"[""islet_20170216__frame0"", ""islet_20170216__frame3600"", ""islet_20170216__frame7200"", ""islet_20170216__frame14400"", ""islet_20170216__frame18000"", ""islet_20170216__frame21600"", ""islet_20170216__frame28800"", ""islet_20170216__frame32400"", ""islet_20170216__frame36000"", ""islet_20170216__frame39600"", ""islet_20170216__frame43200"", ""islet_20170216__frame46800"", ""islet_20170216__frame50400"", ""islet_20170216__frame54000""]","[0, 3600, 7200, 14400, 18000, 21600, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000]",True
5,test,4,islet_20170216__gap60m__p004,islet_20170216,14400,28800,14,"[""islet_20170216__frame0"", ""islet_20170216__frame3600"", ""islet_20170216__frame7200"", ""islet_20170216__frame10800"", ""islet_20170216__frame18000"", ""islet_20170216__frame21600"", ""islet_20170216__frame25200"", ""islet_20170216__frame32400"", ""islet_20170216__frame36000"", ""islet_20170216__frame39600"", ""islet_20170216__frame43200"", ""islet_20170216__frame46800"", ""islet_20170216__frame50400"", ""islet_20170216__frame54000""]","[0, 3600, 7200, 10800, 18000, 21600, 25200, 32400, 36000, 39600, 43200, 46800, 50400, 54000]",True
5,test,5,islet_20170216__gap60m__p005,islet_20170216,18000,32400,14,"[""islet_20170216__frame0"", ""islet_20170216__frame3600"", ""islet_20170216__frame7200"", ""islet_20170216__frame10800"", ""islet_20170216__frame14400"", ""islet_20170216__frame21600"", ""islet_20170216__frame25200"", ""islet_20170216__frame28800"", ""islet_20170216__frame36000"", ""islet_20170216__frame39600"", ""islet_20170216__frame43200"", ""islet_20170216__frame46800"", ""islet_20170216__frame50400"", ""islet_20170216__frame54000""]","[0, 3600, 7200, 10800, 14400, 21600, 25200, 28800, 36000, 39600, 43200, 46800, 50400, 54000]",True
5,test,6,islet_20170216__gap60m__p006,islet_20170216,21600,36000,14,"[""islet_20170216__frame0"", ""islet_20170216__frame3600"", ""islet_20170216__frame7200"", ""islet_20170216__frame10800"", ""islet_20170216__frame14400"", ""islet_20170216__frame18000"", ""islet_20170216__frame25200"", ""islet_20170216__frame28800"", ""islet_20170216__frame32400"", ""islet_20170216__frame39600"", ""islet_20170216__frame43200"", ""islet_20170216__frame46800"", ""islet_20170216__frame50400"", ""islet_20170216__frame54000""]","[0, 3600, 7200, 10800, 14400, 18000, 25200, 28800, 32400, 39600, 43200, 46800, 50400, 54000]",True
5,test,7,islet_20170216__gap60m__p007,islet_20170216,25200,39600,14,"[""islet_20170216__frame0"", ""islet_20170216__frame3600"", ""islet_20170216__frame7200"", ""islet_20170216__frame10800"", ""islet_20170216__frame14400"", ""islet_20170216__frame18000"", ""islet_20170216__frame21600"", ""islet_20170216__frame28800"", ""islet_20170216__frame32400"", ""islet_20170216__frame36000"", ""islet_20170216__frame43200"", ""islet_20170216__frame46800"", ""islet_20170216__frame50400"", ""islet_20170216__frame54000""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 28800, 32400, 36000, 43200, 46800, 50400, 54000]",True
5,test,8,islet_20170216__gap60m__p008,islet_20170216,28800,43200,14,"[""islet_20170216__frame0"", ""islet_20170216__frame3600"", ""islet_20170216__frame7200"", ""islet_20170216__frame10800"", ""islet_20170216__frame14400"", ""islet_20170216__frame18000"", ""islet_20170216__frame21600"", ""islet_20170216__frame25200"", ""islet_20170216__frame32400"", ""islet_20170216__frame36000"", ""islet_20170216__frame39600"", ""islet_20170216__frame46800"", ""islet_20170216__frame50400"", ""islet_20170216__frame54000""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 32400, 36000, 39600, 46800, 50400, 54000]",True
5,test,9,islet_20170216__gap60m__p009,islet_20170216,32400,46800,14,"[""islet_20170216__frame0"", ""islet_20170216__frame3600"", ""islet_20170216__frame7200"", ""islet_20170216__frame10800"", ""islet_20170216__frame14400"", ""islet_20170216__frame18000"", ""islet_20170216__frame21600"", ""islet_20170216__frame25200"", ""islet_20170216__frame28800"", ""islet_20170216__frame36000"", ""islet_20170216__frame39600"", ""islet_20170216__frame43200"", ""islet_20170216__frame50400"", ""islet_20170216__frame54000""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 36000, 39600, 43200, 50400, 54000]",True
5,test,10,islet_20170216__gap60m__p010,islet_20170216,36000,50400,14,"[""islet_20170216__frame0"", ""islet_20170216__frame3600"", ""islet_20170216__frame7200"", ""islet_20170216__frame10800"", ""islet_20170216__frame14400"", ""islet_20170216__frame18000"", ""islet_20170216__frame21600"", ""islet_20170216__frame25200"", ""islet_20170216__frame28800"", ""islet_20170216__frame32400"", ""islet_20170216__frame39600"", ""islet_20170216__frame43200"", ""islet_20170216__frame46800"", ""islet_20170216__frame54000""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 39600, 43200, 46800, 54000]",True
5,test,11,islet_20170216__gap60m__p011,islet_20170216,39600,54000,14,"[""islet_20170216__frame0"", ""islet_20170216__frame3600"", ""islet_20170216__frame7200"", ""islet_20170216__frame10800"", ""islet_20170216__frame14400"", ""islet_20170216__frame18000"", ""islet_20170216__frame21600"", ""islet_20170216__frame25200"", ""islet_20170216__frame28800"", ""islet_20170216__frame32400"", ""islet_20170216__frame36000"", ""islet_20170216__frame43200"", ""islet_20170216__frame46800"", ""islet_20170216__frame50400""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 36000, 43200, 46800, 50400]",True
6,test,0,lineage_20160328__gap60m__p000,lineage_20160328,0,14400,10,"[""lineage_20160328__frame3600"", ""lineage_20160328__frame7200"", ""lineage_20160328__frame10800"", ""lineage_20160328__frame18000"", ""lineage_20160328__frame21600"", ""lineage_20160328__frame25200"", ""lineage_20160328__frame28800"", ""lineage_20160328__frame32400"", ""lineage_20160328__frame36000"", ""lineage_20160328__frame39600""]","[3600, 7200, 10800, 18000, 21600, 25200, 28800, 32400, 36000, 39600]",True
6,test,1,lineage_20160328__gap60m__p001,lineage_20160328,3600,18000,10,"[""lineage_20160328__frame0"", ""lineage_20160328__frame7200"", ""lineage_20160328__frame10800"", ""lineage_20160328__frame14400"", ""lineage_20160328__frame21600"", ""lineage_20160328__frame25200"", ""lineage_20160328__frame28800"", ""lineage_20160328__frame32400"", ""lineage_20160328__frame36000"", ""lineage_20160328__frame39600""]","[0, 7200, 10800, 14400, 21600, 25200, 28800, 32400, 36000, 39600]",True
6,test,2,lineage_20160328__gap60m__p002,lineage_20160328,7200,21600,10,"[""lineage_20160328__frame0"", ""lineage_20160328__frame3600"", ""lineage_20160328__frame10800"", ""lineage_20160328__frame14400"", ""lineage_20160328__frame18000"", ""lineage_20160328__frame25200"", ""lineage_20160328__frame28800"", ""lineage_20160328__frame32400"", ""lineage_20160328__frame36000"", ""lineage_20160328__frame39600""]","[0, 3600, 10800, 14400, 18000, 25200, 28800, 32400, 36000, 39600]",True
6,test,3,lineage_20160328__gap60m__p003,lineage_20160328,10800,25200,10,"[""lineage_20160328__frame0"", ""lineage_20160328__frame3600"", ""lineage_20160328__frame7200"", ""lineage_20160328__frame14400"", ""lineage_20160328__frame18000"", ""lineage_20160328__frame21600"", ""lineage_20160328__frame28800"", ""lineage_20160328__frame32400"", ""lineage_20160328__frame36000"", ""lineage_20160328__frame39600""]","[0, 3600, 7200, 14400, 18000, 21600, 28800, 32400, 36000, 39600]",True
6,test,4,lineage_20160328__gap60m__p004,lineage_20160328,14400,28800,10,"[""lineage_20160328__frame0"", ""lineage_20160328__frame3600"", ""lineage_20160328__frame7200"", ""lineage_20160328__frame10800"", ""lineage_20160328__frame18000"", ""lineage_20160328__frame21600"", ""lineage_20160328__frame25200"", ""lineage_20160328__frame32400"", ""lineage_20160328__frame36000"", ""lineage_20160328__frame39600""]","[0, 3600, 7200, 10800, 18000, 21600, 25200, 32400, 36000, 39600]",True
6,test,5,lineage_20160328__gap60m__p005,lineage_20160328,18000,32400,10,"[""lineage_20160328__frame0"", ""lineage_20160328__frame3600"", ""lineage_20160328__frame7200"", ""lineage_20160328__frame10800"", ""lineage_20160328__frame14400"", ""lineage_20160328__frame21600"", ""lineage_20160328__frame25200"", ""lineage_20160328__frame28800"", ""lineage_20160328__frame36000"", ""lineage_20160328__frame39600""]","[0, 3600, 7200, 10800, 14400, 21600, 25200, 28800, 36000, 39600]",True
6,test,6,lineage_20160328__gap60m__p006,lineage_20160328,21600,36000,10,"[""lineage_20160328__frame0"", ""lineage_20160328__frame3600"", ""lineage_20160328__frame7200"", ""lineage_20160328__frame10800"", ""lineage_20160328__frame14400"", ""lineage_20160328__frame18000"", ""lineage_20160328__frame25200"", ""lineage_20160328__frame28800"", ""lineage_20160328__frame32400"", ""lineage_20160328__frame39600""]","[0, 3600, 7200, 10800, 14400, 18000, 25200, 28800, 32400, 39600]",True
6,test,7,lineage_20160328__gap60m__p007,lineage_20160328,25200,39600,10,"[""lineage_20160328__frame0"", ""lineage_20160328__frame3600"", ""lineage_20160328__frame7200"", ""lineage_20160328__frame10800"", ""lineage_20160328__frame14400"", ""lineage_20160328__frame18000"", ""lineage_20160328__frame21600"", ""lineage_20160328__frame28800"", ""lineage_20160328__frame32400"", ""lineage_20160328__frame36000""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 28800, 32400, 36000]",True
7,test,0,lineage_20170111__gap60m__p000,lineage_20170111,0,14400,16,"[""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[3600, 7200, 10800, 18000, 21600, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
7,test,1,lineage_20170111__gap60m__p001,lineage_20170111,3600,18000,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[0, 7200, 10800, 14400, 21600, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
7,test,2,lineage_20170111__gap60m__p002,lineage_20170111,7200,21600,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[0, 3600, 10800, 14400, 18000, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
7,test,3,lineage_20170111__gap60m__p003,lineage_20170111,10800,25200,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[0, 3600, 7200, 14400, 18000, 21600, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
7,test,4,lineage_20170111__gap60m__p004,lineage_20170111,14400,28800,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[0, 3600, 7200, 10800, 18000, 21600, 25200, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
7,test,5,lineage_20170111__gap60m__p005,lineage_20170111,18000,32400,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[0, 3600, 7200, 10800, 14400, 21600, 25200, 28800, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
7,test,6,lineage_20170111__gap60m__p006,lineage_20170111,21600,36000,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 25200, 28800, 32400, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
7,test,7,lineage_20170111__gap60m__p007,lineage_20170111,25200,39600,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 28800, 32400, 36000, 43200, 46800, 50400, 54000, 57600, 61200]",True
7,test,8,lineage_20170111__gap60m__p008,lineage_20170111,28800,43200,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 32400, 36000, 39600, 46800, 50400, 54000, 57600, 61200]",True
7,test,9,lineage_20170111__gap60m__p009,lineage_20170111,32400,46800,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 36000, 39600, 43200, 50400, 54000, 57600, 61200]",True
