dataset,fold,seed,split,arm,display,recording,uid,node_index,identity,target_slot,prediction_slot,rank,correct,target_probability,dustbin_top1,hungarian_prediction_slot,hungarian_correct
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,1,M5,85,67,4,0,0.15506254136562347,0,58,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,3,AVER,38,38,1,1,0.45346349477767944,0,38,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,4,RIH,106,106,1,1,0.2987697422504425,0,106,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,5,URYVL,149,149,1,1,0.44736742973327637,0,149,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,8,RMDDR,114,136,2,0,0.1978009045124054,0,136,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,10,RMDL,115,115,1,1,0.2661534547805786,0,115,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,11,RIBL,99,99,1,1,0.33109137415885925,0,99,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,12,SMDVL,137,18,2,0,0.23717859387397766,0,18,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,14,M3R,83,83,1,1,0.2680690586566925,0,83,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,18,RMED,119,119,1,1,0.38522472977638245,0,119,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,20,URXL,145,137,6,0,0.030405638739466667,0,137,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,22,ADEL,2,151,3,0,0.10173692554235458,0,151,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,25,RMDDL,113,113,1,1,0.2167864888906479,0,113,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,29,MCL,86,86,1,1,0.3470446765422821,0,86,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,32,ASKR,28,27,4,0,0.08154822885990143,0,4,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,35,AUAL,29,133,4,0,0.05598365142941475,0,133,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,38,AVAR,32,32,1,1,0.40725401043891907,0,32,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,39,AIZL,14,109,4,0,0.07631215453147888,0,109,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,40,RIVR,112,111,2,0,0.28434911370277405,0,112,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,41,RID,103,103,1,1,0.37271639704704285,0,103,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,43,I2L,62,62,1,1,0.3660006523132324,0,62,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,44,RMDVL,117,117,1,1,0.46803468465805054,0,117,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,45,IL2DR,75,75,1,1,0.33861133456230164,0,75,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,46,SMDVR,138,94,4,0,0.06948565691709518,0,21,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,47,AIBR,7,7,1,1,0.41455078125,0,7,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,49,IL1DL,68,68,1,1,0.3611702620983124,0,68,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,53,NSMR,90,90,1,1,0.5124738812446594,0,90,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,54,RICL,101,101,1,1,0.2158646136522293,0,101,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,56,RICR,102,59,9,0,0.03744010999798775,0,59,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,57,IL1VL,72,72,1,1,0.32640013098716736,0,72,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,58,MCR,87,87,1,1,0.1963561475276947,0,87,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,59,ALA,16,16,1,1,0.17883725464344025,0,16,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,64,AVJL,41,35,2,0,0.1910122185945511,0,41,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,68,M1,80,80,1,1,0.3747333288192749,0,80,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,70,URXR,146,145,2,0,0.2404196858406067,0,145,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,71,URYDR,148,148,1,1,0.3423862159252167,0,148,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,72,CEPDL,54,54,1,1,0.30413439869880676,0,54,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,73,RIMR,108,108,1,1,0.406186580657959,0,108,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,74,AVJR,42,146,5,0,0.09453591704368591,0,146,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,75,AVL,45,6,4,0,0.12343383580446243,0,107,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,76,OLLR,92,121,56,0,6.950848182896152e-05,0,121,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,77,I1R,61,61,1,1,0.2881971299648285,0,60,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,82,MI,88,88,1,1,0.5628507733345032,0,88,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,83,OLQDR,94,93,2,0,0.27583253383636475,0,94,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,85,AWCL,50,50,1,1,0.26075777411460876,0,50,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,86,AVEL,37,37,1,1,0.5065393447875977,0,37,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,87,M3L,82,82,1,1,0.3447512090206146,0,82,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,88,AVHL,39,39,1,1,0.12870806455612183,0,39,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,89,URYDL,147,143,11,0,0.01475976686924696,0,143,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,90,RIVL,111,111,1,1,0.35431230068206787,0,111,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,91,RIR,109,106,5,0,0.09088239818811417,0,132,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,92,I2R,63,63,1,1,0.42086362838745117,0,63,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,93,OLQVL,95,95,1,1,0.6406344771385193,0,95,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,94,I3,64,64,1,1,0.6806471943855286,0,64,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,95,M4,84,84,1,1,0.6859129667282104,0,84,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,96,OLQDL,93,93,1,1,0.465672105550766,0,93,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,98,RMEL,120,120,1,1,0.6456347107887268,0,120,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,99,RIAR,98,97,2,0,0.1628812551498413,0,97,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,100,AIZR,15,30,17,0,0.01644427329301834,0,30,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,101,AWAL,46,14,6,0,0.06148014962673187,0,14,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,103,AIBL,6,6,1,1,0.21431101858615875,0,6,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,104,ADER,3,9,27,0,0.004776838235557079,0,9,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,105,OLLL,91,91,1,1,0.5478971004486084,0,91,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,106,AVDL,35,58,4,0,0.13122689723968506,0,2,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,107,NSML,89,89,1,1,0.4093254804611206,0,89,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,108,FLPL,58,35,12,0,0.01897917315363884,0,35,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,109,ASGL,20,10,60,0,0.0005831930320709944,0,10,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,110,IL1DR,69,69,1,1,0.34883081912994385,0,69,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,111,IL1L,70,76,2,0,0.10999544709920883,0,76,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,115,RIAL,97,46,2,0,0.19419154524803162,0,46,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,117,I6,67,67,1,1,0.3172416090965271,0,67,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,120,ADAL,0,124,2,0,0.15197093784809113,0,124,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,121,AVDR,36,3,2,0,0.17920561134815216,0,3,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,122,IL1VR,73,73,1,1,0.3965678811073303,0,73,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,123,ASKL,27,27,1,1,0.2566973567008972,0,27,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,127,CEPVL,56,56,1,1,0.38578006625175476,0,56,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,129,AVAL,31,31,1,1,0.3488747477531433,0,31,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,131,AWBL,48,20,2,0,0.14983773231506348,0,20,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,132,I1L,60,60,1,1,0.35646700859069824,0,78,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,133,IL1R,71,71,1,1,0.46253669261932373,0,71,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,134,OLQVR,96,96,1,1,0.4675840735435486,0,96,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,136,CEPDR,55,54,2,0,0.2041274607181549,0,55,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-05-01__356f8927.npz,2023-01-05-01,137,I4,65,65,1,1,0.22765474021434784,0,65,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,1,CEPDL,54,145,2,0,0.31679093837738037,0,145,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,5,FLPL,58,58,1,1,0.2871223986148834,0,58,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,6,NSML,89,89,1,1,0.30285996198654175,0,86,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,7,URAVL,141,89,2,0,0.2527496814727783,0,89,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,8,AIBR,7,38,2,0,0.2353122979402542,0,38,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,9,RMDVL,117,117,1,1,0.33028510212898254,0,117,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,10,RIVL,111,111,1,1,0.38729992508888245,0,111,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,11,I2R,63,90,2,0,0.32225334644317627,0,63,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,12,URYDR,148,148,1,1,0.31680935621261597,0,148,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,14,RICR,102,114,33,0,0.0013731574872508645,0,114,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,15,AWAL,46,18,5,0,0.06814628839492798,0,18,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,16,AIBL,6,6,1,1,0.37584155797958374,0,6,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,19,ASGR,21,146,12,0,0.012883140705525875,0,146,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,20,AVJR,42,36,5,0,0.07232127338647842,0,36,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,21,AINR,11,11,1,1,0.2131398320198059,0,11,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,22,M4,84,84,1,1,0.630172610282898,0,84,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,23,I1R,61,61,1,1,0.27225548028945923,0,61,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,24,URADL,139,139,1,1,0.5119931101799011,0,139,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,27,SAADR,126,132,3,0,0.10010667145252228,0,132,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,28,SAAVR,128,138,7,0,0.05147691071033478,0,138,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,29,AWBR,49,49,1,1,0.192111536860466,0,49,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,31,IL2L,76,76,1,1,0.4416366219520569,0,76,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,32,IL2R,77,77,1,1,0.19757437705993652,0,77,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,34,M3L,82,82,1,1,0.29789695143699646,0,82,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,36,AIZR,15,15,1,1,0.1293751746416092,0,15,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,38,SAAVL,127,127,1,1,0.3313902020454407,0,127,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,40,M5,85,85,1,1,0.3612935543060303,0,85,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,41,RMDDR,114,13,3,0,0.11223851889371872,0,9,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,42,I1L,60,60,1,1,0.33862921595573425,0,60,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,43,RMDVR,118,118,1,1,0.3479868471622467,0,118,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,44,AVEL,37,93,4,0,0.11448874324560165,0,93,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,45,AUAL,29,29,1,1,0.2656704783439636,0,29,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,50,SMDDR,136,71,5,0,0.08838183432817459,0,71,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,53,ASER,19,47,6,0,0.0574319027364254,0,47,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,55,M3R,83,83,1,1,0.1593969613313675,0,83,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,56,CEPVL,56,56,1,1,0.199417382478714,0,68,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,57,RMEL,120,120,1,1,0.4700215458869934,0,120,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,58,URBR,144,75,9,0,0.041880059987306595,0,75,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,59,ASIR,25,42,52,0,0.0012168820248916745,0,42,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,60,ADER,3,17,2,0,0.22301709651947021,0,17,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,61,IL1VR,73,73,1,1,0.412749707698822,0,73,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,62,I2L,62,62,1,1,0.3321175277233124,0,62,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,63,OLLR,92,92,1,1,0.3506965637207031,0,92,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,66,ADAL,0,0,1,1,0.3521972596645355,0,0,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,69,ADLR,5,5,1,1,0.165631502866745,0,5,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,71,RMDL,115,37,3,0,0.14423508942127228,0,37,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,72,ADEL,2,35,3,0,0.13310401141643524,0,2,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,73,RMER,121,121,1,1,0.5340354442596436,0,121,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,74,SMDDL,135,56,2,0,0.09698513150215149,0,56,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,75,AVAL,31,6,2,0,0.31638574600219727,0,31,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,76,IL1DR,69,69,1,1,0.44500258564949036,0,69,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,80,IL1R,71,77,3,0,0.14150328934192657,0,96,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,82,AIZL,14,14,1,1,0.21081964671611786,0,14,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,83,URYVR,150,150,1,1,0.3942432701587677,0,150,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,84,ASEL,18,48,2,0,0.20982369780540466,0,137,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,85,URBL,143,143,1,1,0.25773727893829346,0,143,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,87,AWBL,48,48,1,1,0.3518826961517334,0,48,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,88,M1,80,80,1,1,0.2917135953903198,0,80,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,90,RICL,101,29,4,0,0.0928102508187294,0,130,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,91,RMGL,124,124,1,1,0.31032460927963257,0,124,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,92,I3,64,64,1,1,0.2391422986984253,0,74,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,95,AWAR,47,112,5,0,0.07685963809490204,0,112,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,96,RIAL,97,97,1,1,0.30782800912857056,0,97,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,98,NSMR,90,90,1,1,0.4737282991409302,0,90,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,99,SAADL,125,131,13,0,0.008353156968951225,0,131,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,100,AVAR,32,32,1,1,0.3108598291873932,0,32,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,101,MI,88,64,3,0,0.16319087147712708,0,64,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,102,AUAR,30,30,1,1,0.3301107883453369,0,30,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,103,AWCL,50,117,3,0,0.12659406661987305,0,12,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,106,AVDL,35,35,1,1,0.2866643965244293,0,35,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,107,VB02,151,8,2,0,0.21802091598510742,0,8,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,108,URYVL,149,149,1,1,0.28957533836364746,0,149,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,109,IL2VR,79,79,1,1,0.24537578225135803,0,79,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,110,ASGL,20,20,1,1,0.4882873594760895,0,20,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,111,AVJL,41,41,1,1,0.2903565466403961,0,41,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,113,RMEV,122,122,1,1,0.2658538520336151,0,122,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,115,I6,67,27,3,0,0.08189558237791061,0,27,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,117,SMDVR,138,94,3,0,0.11380977928638458,0,94,0
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,118,RMDDL,113,113,1,1,0.4672602117061615,0,113,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,119,FLPR,59,59,1,1,0.22083377838134766,0,59,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-16-15__2baa3162.npz,2023-01-16-15,2,URYDL,147,147,1,1,0.2873394787311554,0,147,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-16-15__2baa3162.npz,2023-01-16-15,3,OLQDR,94,94,1,1,0.37810206413269043,0,94,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-16-15__2baa3162.npz,2023-01-16-15,7,AWAL,46,46,1,1,0.2420336753129959,0,46,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-16-15__2baa3162.npz,2023-01-16-15,8,CEPDL,54,54,1,1,0.42765873670578003,0,54,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-16-15__2baa3162.npz,2023-01-16-15,9,I6,67,67,1,1,0.31000611186027527,0,67,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-16-15__2baa3162.npz,2023-01-16-15,10,CEPVR,57,57,1,1,0.4648857116699219,0,57,1
atanas,0,42,test,node_only,w/o Population Relations,train__2023-01-16-15__2baa3162.npz,2023-01-16-15,11,I2L,62,62,1,1,0.39035165309906006,0,62,1
